datetime,hour,co,benzene,nox,no2,temp,humidity
2004-03-26 19:00:00,19,2.7,12.4,120.0,98.0,10.4,48.0
2004-03-26 20:00:00,20,2.6,10.6,120.0,93.0,10.0,51.1
2004-03-26 21:00:00,21,1.5,6.0,99.0,91.0,9.8,50.8
2004-03-26 22:00:00,22,1.2,4.6,79.0,85.0,9.7,50.4
2004-03-26 23:00:00,23,1.1,4.1,66.0,74.0,9.9,50.2
2004-03-27 00:00:00,0,1.5,5.2,94.0,87.0,9.4,53.4
2004-03-27 01:00:00,1,1.0,3.2,70.0,79.0,8.6,57.8
2004-03-27 02:00:00,2,1.2,4.5,75.0,78.0,8.1,62.1
2004-03-27 03:00:00,3,1.1,3.8,45.0,56.66667,7.9,63.5
2004-03-27 04:00:00,4,0.93333,3.8,57.0,63.0,7.4,64.8
2004-03-27 05:00:00,5,0.8,1.9,32.0,48.0,8.2,58.9
2004-03-27 06:00:00,6,0.9,2.4,54.0,59.0,6.3,66.6
2004-03-27 07:00:00,7,1.1,3.3,68.0,65.0,7.2,62.9
2004-03-27 08:00:00,8,1.5,6.7,98.0,71.0,7.2,63.9
2004-03-27 09:00:00,9,1.8,8.5,128.0,84.0,11.1,50.5
2004-03-27 10:00:00,10,2.1,9.7,129.0,93.0,15.5,36.1
2004-03-27 11:00:00,11,2.1,9.4,130.0,99.0,17.8,29.2
2004-03-27 12:00:00,12,1.9,9.0,111.0,93.0,17.6,30.1
2004-03-27 13:00:00,13,2.1,10.0,106.0,96.0,19.1,26.8
2004-03-27 14:00:00,14,2.5,12.6,137.0,114.0,17.7,28.6
2004-03-27 15:00:00,15,1.9,7.6,113.0,101.0,17.8,28.4
2004-03-27 16:00:00,16,2.2,11.8,122.0,108.0,18.7,26.0
2004-03-27 17:00:00,17,2.3,11.2,137.0,117.0,17.1,31.3
2004-03-27 18:00:00,18,2.7,12.4,165.0,125.0,15.8,36.1
2004-03-27 19:00:00,19,3.0,12.9,196.0,133.0,14.7,40.1
2004-03-27 20:00:00,20,2.8,12.2,174.0,119.0,13.6,44.9
2004-03-27 21:00:00,21,2.2,8.8,140.0,107.0,12.5,48.1
2004-03-27 22:00:00,22,1.6,6.8,102.0,96.0,11.8,50.8
2004-03-27 23:00:00,23,2.1,8.6,130.0,105.0,10.9,56.1
2004-03-28 00:00:00,0,2.3,8.9,121.0,102.0,10.9,55.9
2004-03-28 01:00:00,1,2.3,8.3,111.0,97.0,10.3,58.1
2004-03-28 02:00:00,2,1.7,6.3,87.0,79.0,9.3,62.2
2004-03-28 03:00:00,3,2.2,8.3,105.0,93.33333,8.2,66.7
2004-03-28 04:00:00,4,1.3,5.1,77.0,69.0,8.3,64.9
2004-03-28 05:00:00,5,0.8,2.6,39.0,52.0,9.6,58.5
2004-03-28 06:00:00,6,1.1,3.6,77.0,62.0,7.7,66.4
2004-03-28 07:00:00,7,1.4,3.6,91.0,69.0,7.4,68.0
2004-03-28 08:00:00,8,1.3,4.7,105.0,75.0,9.7,58.6
2004-03-28 09:00:00,9,1.9,7.5,133.0,83.0,12.5,50.1
2004-03-28 10:00:00,10,2.3,9.0,128.0,94.0,16.8,36.9
2004-03-28 11:00:00,11,2.3,9.5,126.0,96.0,19.2,31.3
2004-03-28 12:00:00,12,1.8,7.7,92.0,86.0,21.3,26.4
2004-03-28 13:00:00,13,1.4,5.7,66.0,72.0,21.2,23.1
2004-03-28 14:00:00,14,1.0,3.8,50.0,53.0,18.6,25.0
2004-03-28 15:00:00,15,1.4,4.8,70.0,65.0,18.0,27.3
2004-03-28 16:00:00,16,1.3,4.3,73.0,70.0,18.2,28.3
2004-03-28 17:00:00,17,1.3,4.1,77.0,75.0,17.0,31.4
2004-03-28 18:00:00,18,1.4,4.7,86.0,86.0,15.6,35.0
2004-03-28 19:00:00,19,1.9,6.2,93.0,94.0,14.1,40.2
2004-03-28 20:00:00,20,1.8,5.5,105.0,103.0,13.4,43.2
2004-03-28 21:00:00,21,1.1,3.3,67.0,81.0,12.3,46.8
2004-03-28 22:00:00,22,1.1,3.2,63.0,80.0,11.9,46.5
2004-03-28 23:00:00,23,1.1,2.9,63.0,77.0,11.5,46.6
2004-03-29 00:00:00,0,0.9,2.2,46.0,58.0,10.6,48.0
2004-03-29 01:00:00,1,0.6,1.3,21.0,31.0,10.7,45.8
2004-03-29 02:00:00,2,0.5,1.1,22.0,38.0,10.4,46.6
2004-03-29 03:00:00,3,0.7,1.3,26.33333,42.0,10.1,47.8
2004-03-29 04:00:00,4,0.6,1.2,39.0,59.0,11.3,46.9
2004-03-29 05:00:00,5,0.7,1.7,55.0,70.0,10.1,51.2
2004-03-29 06:00:00,6,0.9,2.9,76.0,75.0,9.9,50.7
2004-03-29 07:00:00,7,2.9,14.3,181.0,103.0,8.1,56.8
2004-03-29 08:00:00,8,4.1,19.7,259.0,134.0,10.9,44.1
2004-03-29 09:00:00,9,1.5,5.5,118.0,98.0,11.8,37.6
2004-03-29 10:00:00,10,1.5,5.6,119.0,97.0,13.9,33.2
2004-03-29 11:00:00,11,1.5,5.8,123.0,98.0,15.6,30.1
2004-03-29 12:00:00,12,1.4,5.5,92.0,78.0,16.5,29.0
2004-03-29 13:00:00,13,1.6,6.5,91.0,83.0,17.5,27.9
2004-03-29 14:00:00,14,1.5,5.5,103.0,92.0,17.9,26.8
2004-03-29 15:00:00,15,1.4,5.2,102.0,81.0,18.2,26.1
2004-03-29 16:00:00,16,1.5,5.8,94.0,90.0,18.0,27.1
2004-03-29 17:00:00,17,1.9,7.9,98.0,95.0,17.0,28.9
2004-03-29 18:00:00,18,2.5,10.2,126.0,114.0,16.1,31.3
2004-03-29 19:00:00,19,2.1,8.2,108.0,106.0,14.5,35.4
2004-03-29 20:00:00,20,1.6,5.7,95.0,99.0,13.2,37.9
2004-03-29 21:00:00,21,1.2,3.8,78.0,90.0,13.1,34.4
2004-03-29 22:00:00,22,1.1,4.0,61.0,82.0,13.5,28.5
2004-03-29 23:00:00,23,1.0,2.8,55.0,74.0,12.4,31.9
2004-03-30 00:00:00,0,1.0,2.6,57.0,76.0,13.1,26.8
2004-03-30 01:00:00,1,0.7,1.8,41.0,66.0,11.6,33.6
2004-03-30 02:00:00,2,0.7,1.7,46.0,73.0,10.5,42.9
2004-03-30 03:00:00,3,0.8,1.4,40.66667,48.66667,11.7,38.7
2004-03-30 04:00:00,4,0.6,1.3,41.0,69.0,12.2,37.2
2004-03-30 05:00:00,5,0.7,2.3,52.0,71.0,12.9,33.9
2004-03-30 06:00:00,6,1.1,5.3,111.0,98.0,11.3,40.3
2004-03-30 07:00:00,7,2.6,13.4,191.0,115.0,11.9,38.4
2004-03-30 08:00:00,8,4.0,23.8,244.0,130.0,13.3,35.6
2004-03-30 09:00:00,9,4.2,21.5,283.0,150.0,16.3,28.8
2004-03-30 10:00:00,10,4.7,21.0,320.0,159.0,17.9,28.2
2004-03-30 11:00:00,11,3.9,18.4,249.0,146.0,18.3,26.6
2004-03-30 12:00:00,12,3.7,18.9,219.0,138.0,20.8,22.5
2004-03-30 13:00:00,13,3.4,17.1,200.0,128.0,22.4,20.0
2004-03-30 14:00:00,14,2.2,10.4,138.0,97.0,20.9,21.7
2004-03-30 15:00:00,15,1.9,8.0,118.0,91.0,19.1,26.5
2004-03-30 16:00:00,16,1.6,6.2,99.0,81.0,18.1,30.6
2004-03-30 17:00:00,17,2.1,9.7,112.0,99.0,17.3,34.7
2004-03-30 18:00:00,18,2.2,9.6,117.0,101.0,15.8,40.4
2004-03-30 19:00:00,19,2.7,11.9,129.0,106.0,15.9,42.0
2004-03-30 20:00:00,20,2.4,8.7,132.0,102.0,15.9,43.5
2004-03-30 21:00:00,21,1.3,4.7,73.0,84.0,15.0,46.1
2004-03-30 22:00:00,22,1.2,3.8,68.0,81.0,15.1,44.6
2004-03-30 23:00:00,23,1.5,4.7,80.0,91.0,14.9,43.5
2004-03-31 00:00:00,0,1.3,3.8,68.0,82.0,14.8,41.0
2004-03-31 01:00:00,1,1.0,2.7,44.0,64.0,14.8,40.8
2004-03-31 02:00:00,2,0.9,2.8,47.0,70.0,14.8,40.8
2004-03-31 03:00:00,3,0.5,1.0,26.33333,39.66667,14.2,36.1
2004-03-31 04:00:00,4,0.5,0.8,15.0,26.0,14.5,36.1
2004-03-31 05:00:00,5,0.6,1.5,44.0,58.0,14.6,36.0
2004-03-31 06:00:00,6,1.0,3.5,85.0,93.0,14.4,38.5
2004-03-31 07:00:00,7,3.1,15.6,207.0,110.0,13.8,58.2
2004-03-31 08:00:00,8,4.1,19.9,230.0,115.0,13.2,61.1
2004-03-31 09:00:00,9,2.2,8.6,181.0,125.0,10.4,74.4
2004-03-31 10:00:00,10,1.7,6.5,144.0,118.0,11.5,71.0
2004-03-31 11:00:00,11,1.9,7.7,140.0,109.0,12.2,70.0
2004-03-31 12:00:00,12,2.9,11.3,204.0,123.0,12.3,73.3
2004-03-31 13:00:00,13,2.2,9.1,149.0,114.0,11.3,78.1
2004-03-31 14:00:00,14,2.6,11.2,171.0,114.0,13.6,69.2
2004-03-31 15:00:00,15,3.1,13.5,195.0,119.0,14.9,59.3
2004-03-31 16:00:00,16,2.3,10.1,152.0,111.0,15.7,50.9
2004-03-31 17:00:00,17,2.4,11.3,128.0,103.0,15.2,52.9
2004-03-31 18:00:00,18,2.8,11.8,121.0,103.0,15.5,50.8
2004-03-31 19:00:00,19,2.7,11.5,142.0,107.0,14.3,52.9
2004-03-31 20:00:00,20,2.3,9.3,131.0,105.0,13.2,56.0
2004-03-31 21:00:00,21,1.5,5.5,81.0,91.0,12.6,57.0
2004-03-31 22:00:00,22,1.4,5.1,60.0,79.0,12.3,57.8
2004-03-31 23:00:00,23,1.2,4.8,57.0,79.0,12.0,58.4
2004-04-01 00:00:00,0,1.6,6.3,96.0,86.0,12.0,61.6
2004-04-01 01:00:00,1,1.2,5.1,85.0,70.0,11.5,63.9
2004-04-01 02:00:00,2,1.1,4.1,50.0,55.0,10.7,67.2
2004-04-01 03:00:00,3,0.9,4.0,64.66667,66.33333,9.0,73.1
2004-04-01 04:00:00,4,0.7,2.4,57.0,49.0,10.2,66.6
2004-04-01 05:00:00,5,0.9,2.9,64.0,50.0,11.0,63.7
2004-04-01 06:00:00,6,1.7,7.4,153.0,67.0,9.6,68.8
2004-04-01 07:00:00,7,4.2,19.8,342.0,94.0,9.5,69.6
2004-04-01 08:00:00,8,6.2,31.9,378.0,119.0,11.9,60.9
2004-04-01 09:00:00,9,4.6,21.0,304.0,139.0,16.2,48.6
2004-04-01 10:00:00,10,2.8,11.7,192.0,113.0,19.2,39.6
2004-04-01 11:00:00,11,1.6,6.8,130.0,88.0,19.7,38.4
2004-04-01 12:00:00,12,1.7,7.4,106.0,73.0,20.6,36.7
2004-04-01 13:00:00,13,1.7,8.6,102.0,73.0,21.8,33.9
2004-04-01 17:00:00,17,3.3,16.4,163.0,106.0,23.6,27.5
2004-04-01 18:00:00,18,4.2,21.2,211.0,132.0,22.8,32.1
2004-04-01 19:00:00,19,5.5,25.0,267.0,164.0,20.8,36.7
2004-04-01 20:00:00,20,4.9,20.2,269.0,161.0,18.3,40.9
2004-04-01 21:00:00,21,2.5,10.8,154.0,124.0,16.8,44.0
2004-04-01 22:00:00,22,2.0,9.9,127.0,113.0,15.8,48.0
2004-04-01 23:00:00,23,2.0,8.5,122.0,103.0,14.9,52.0
2004-04-02 00:00:00,0,2.0,8.0,126.0,104.0,14.1,54.4
2004-04-02 01:00:00,1,1.3,5.6,84.0,93.0,13.3,58.8
2004-04-02 02:00:00,2,1.0,3.2,58.0,60.0,13.3,60.9
2004-04-02 03:00:00,3,0.9,3.3,74.0,77.33333,11.8,64.3
2004-04-02 04:00:00,4,0.83333,2.8,37.0,52.0,11.2,65.9
2004-04-02 05:00:00,5,0.7,2.6,56.0,66.0,11.3,72.9
2004-04-02 06:00:00,6,1.1,4.3,91.0,82.0,11.4,71.8
2004-04-02 07:00:00,7,2.6,13.0,159.0,109.0,11.9,73.7
2004-04-02 08:00:00,8,3.9,20.3,190.0,114.0,12.6,70.2
2004-04-02 09:00:00,9,5.0,20.7,249.0,139.0,13.6,65.3
2004-04-02 10:00:00,10,3.3,15.9,196.0,127.0,16.9,52.3
2004-04-02 11:00:00,11,2.9,14.2,180.0,127.0,19.4,44.1
2004-04-02 12:00:00,12,3.1,15.9,167.0,135.0,22.9,33.8
2004-04-02 13:00:00,13,3.0,16.1,159.0,130.0,23.6,31.3
2004-04-02 14:00:00,14,2.7,14.7,152.0,126.0,24.7,30.5
2004-04-02 15:00:00,15,2.7,14.0,149.0,121.0,26.1,27.3
2004-04-02 16:00:00,16,2.6,13.6,143.0,122.0,27.6,22.8
2004-04-02 17:00:00,17,3.7,19.7,185.0,138.0,26.9,22.3
2004-04-02 18:00:00,18,4.5,23.3,223.0,165.0,24.3,30.1
2004-04-02 19:00:00,19,4.7,24.1,215.0,154.0,21.2,40.1
2004-04-02 20:00:00,20,5.5,25.4,271.0,168.0,19.4,42.5
2004-04-02 21:00:00,21,3.0,14.1,180.0,146.0,18.5,43.0
2004-04-02 22:00:00,22,1.9,10.1,115.0,124.0,17.8,47.0
2004-04-02 23:00:00,23,2.3,12.1,149.0,124.0,16.8,53.2
2004-04-03 00:00:00,0,1.6,9.0,98.0,106.0,17.1,51.8
2004-04-03 01:00:00,1,1.3,6.3,73.0,88.0,16.2,54.2
2004-04-03 02:00:00,2,1.2,5.3,69.0,83.0,15.1,58.2
2004-04-03 03:00:00,3,0.9,3.8,42.33333,53.33333,15.1,57.6
2004-04-03 04:00:00,4,0.8,3.0,60.0,74.0,14.5,58.0
2004-04-03 05:00:00,5,0.8,3.3,56.0,64.0,13.7,61.6
2004-04-03 06:00:00,6,0.9,3.5,73.0,69.0,13.9,59.6
2004-04-03 07:00:00,7,2.0,9.5,159.0,91.0,13.3,61.7
2004-04-03 08:00:00,8,3.0,15.2,203.0,96.0,15.1,55.8
2004-04-03 09:00:00,9,3.1,14.3,211.0,106.0,17.0,50.5
2004-04-05 10:00:00,10,3.1,14.3,236.0,124.0,15.6,57.4
2004-04-05 11:00:00,11,3.0,13.7,228.0,121.0,16.6,55.2
2004-04-05 12:00:00,12,3.2,15.7,206.0,114.0,17.0,54.3
2004-04-05 13:00:00,13,3.1,15.4,188.0,114.0,18.0,51.5
2004-04-05 14:00:00,14,2.5,12.6,158.0,106.0,19.5,47.5
2004-04-05 15:00:00,15,2.1,9.8,124.0,89.0,21.6,41.7
2004-04-05 16:00:00,16,2.0,9.6,98.0,82.0,22.2,38.3
2004-04-05 17:00:00,17,3.2,16.3,160.0,111.0,20.3,42.8
2004-04-05 18:00:00,18,4.1,19.8,194.0,132.0,19.7,45.4
2004-04-05 19:00:00,19,3.9,18.0,174.0,121.0,18.8,47.5
2004-04-05 20:00:00,20,3.1,13.6,157.0,116.0,17.9,49.4
2004-04-05 21:00:00,21,2.0,8.7,109.0,100.0,17.5,50.9
2004-04-05 22:00:00,22,1.7,7.7,85.0,89.0,17.4,51.8
2004-04-05 23:00:00,23,1.6,7.3,90.0,92.0,17.0,53.9
2004-04-06 00:00:00,0,1.0,4.1,61.0,71.0,16.6,55.4
2004-04-06 01:00:00,1,0.8,2.7,36.0,51.0,15.9,57.0
2004-04-06 02:00:00,2,0.5,1.5,25.0,39.0,15.0,59.2
2004-04-06 03:00:00,3,0.5,1.9,45.0,53.33333,14.5,61.4
2004-04-06 04:00:00,4,0.5,1.8,24.0,35.0,14.1,61.6
2004-04-06 05:00:00,5,0.8,3.4,73.0,64.0,14.6,58.8
2004-04-06 06:00:00,6,1.7,8.5,164.0,94.0,14.4,58.9
2004-04-06 07:00:00,7,4.5,24.1,329.0,134.0,15.3,55.2
2004-04-06 08:00:00,8,6.2,33.7,302.0,129.0,16.2,52.5
2004-04-06 09:00:00,9,4.4,22.0,256.0,125.0,18.4,46.3
2004-04-06 10:00:00,10,2.9,14.1,182.0,107.0,19.6,41.8
2004-04-06 11:00:00,11,1.6,7.6,105.0,78.0,20.2,40.1
2004-04-06 12:00:00,12,2.6,14.5,136.0,91.0,20.9,36.6
2004-04-06 13:00:00,13,2.9,13.6,167.0,116.0,20.4,34.7
2004-04-06 14:00:00,14,2.5,11.5,166.0,131.0,19.3,35.4
2004-04-06 15:00:00,15,1.9,9.2,115.0,113.0,18.6,36.9
2004-04-06 16:00:00,16,1.9,10.3,109.0,98.0,18.8,36.8
2004-04-06 17:00:00,17,2.7,14.0,143.0,116.0,17.5,40.6
2004-04-06 18:00:00,18,3.0,15.0,159.0,120.0,16.8,44.3
2004-04-06 19:00:00,19,3.3,15.1,181.0,126.0,16.3,47.7
2004-04-06 20:00:00,20,3.2,14.8,178.0,126.0,15.6,50.7
2004-04-06 21:00:00,21,1.8,8.5,91.0,90.0,15.7,49.4
2004-04-06 22:00:00,22,1.3,5.9,76.0,81.0,15.8,48.6
2004-04-06 23:00:00,23,1.1,4.8,66.0,74.0,15.7,47.0
2004-04-07 00:00:00,0,0.9,4.0,56.0,67.0,15.7,45.9
2004-04-07 01:00:00,1,0.7,2.3,35.0,46.0,15.6,44.9
2004-04-07 02:00:00,2,0.4,1.4,21.0,30.0,15.6,44.4
2004-04-07 03:00:00,3,0.3,0.7,27.33333,39.66667,16.1,42.4
2004-04-07 04:00:00,4,0.3,0.7,12.0,19.0,15.7,45.4
2004-04-07 05:00:00,5,0.3,0.8,22.0,32.0,15.3,50.1
2004-04-07 06:00:00,6,0.8,3.6,55.0,61.0,14.2,58.6
2004-04-07 07:00:00,7,2.8,12.9,152.0,111.0,14.3,58.2
2004-04-07 08:00:00,8,3.1,15.7,153.0,102.0,15.0,52.0
2004-04-07 09:00:00,9,2.3,8.6,152.0,116.0,13.6,61.4
2004-04-07 10:00:00,10,1.6,7.4,112.0,96.0,16.1,53.1
2004-04-07 11:00:00,11,1.5,6.6,119.0,97.0,16.6,44.3
2004-04-07 12:00:00,12,1.6,7.8,122.0,110.0,17.4,40.3
2004-04-07 13:00:00,13,1.8,9.1,115.0,103.0,18.1,42.2
2004-04-07 14:00:00,14,1.4,6.1,84.0,79.0,14.4,51.8
2004-04-07 15:00:00,15,1.9,7.5,146.0,104.0,10.9,76.4
2004-04-07 16:00:00,16,1.2,5.9,65.0,69.0,16.4,47.7
2004-04-07 17:00:00,17,2.3,12.7,120.0,96.0,18.0,37.1
2004-04-07 18:00:00,18,3.3,13.5,185.0,121.0,14.7,48.7
2004-04-07 19:00:00,19,3.1,14.5,157.0,129.0,11.3,71.3
2004-04-07 20:00:00,20,3.3,11.0,174.0,116.0,10.0,74.0
2004-04-07 21:00:00,21,1.2,3.2,62.0,71.0,9.8,71.8
2004-04-07 22:00:00,22,1.3,4.3,81.0,85.0,9.3,75.2
2004-04-07 23:00:00,23,1.9,7.1,118.0,101.0,9.6,76.0
2004-04-08 00:00:00,0,1.4,4.8,95.0,97.0,9.3,75.0
2004-04-08 01:00:00,1,1.5,5.7,84.0,89.0,9.0,76.7
2004-04-08 02:00:00,2,1.1,4.1,56.0,72.0,8.2,79.6
2004-04-08 03:00:00,3,0.8,3.3,60.33333,62.33333,7.6,80.6
2004-04-08 04:00:00,4,0.6,1.8,43.0,57.0,8.3,75.6
2004-04-08 05:00:00,5,0.8,2.8,69.0,62.0,8.1,72.1
2004-04-08 06:00:00,6,1.1,4.8,74.0,64.0,8.1,70.4
2004-04-08 07:00:00,7,2.6,13.8,161.0,80.0,8.1,70.5
2004-04-08 08:00:00,8,5.1,27.1,308.0,118.0,9.9,64.3
2004-04-08 09:00:00,9,4.2,19.1,300.0,130.0,13.0,54.2
2004-04-08 10:00:00,10,2.6,11.7,189.0,113.0,16.5,42.6
2004-04-08 11:00:00,11,2.4,12.7,164.0,112.0,19.3,34.2
2004-04-08 12:00:00,12,2.1,11.3,122.0,96.0,21.5,27.4
2004-04-08 13:00:00,13,2.6,14.2,166.0,125.0,20.4,26.7
2004-04-08 14:00:00,14,2.8,13.9,181.0,128.0,20.6,22.6
2004-04-08 15:00:00,15,2.5,13.2,127.0,101.0,20.6,24.8
2004-04-08 16:00:00,16,1.9,10.7,106.0,95.0,21.0,25.4
2004-04-08 17:00:00,17,3.6,19.7,192.0,138.0,21.5,24.5
2004-04-08 18:00:00,18,4.6,24.0,241.0,154.0,19.3,28.6
2004-04-08 19:00:00,19,6.3,29.1,326.0,171.0,18.0,32.9
2004-04-08 20:00:00,20,4.3,15.8,232.0,136.0,15.8,39.8
2004-04-08 21:00:00,21,1.6,7.0,92.0,93.0,15.3,41.5
2004-04-08 22:00:00,22,1.4,6.3,95.0,99.0,14.1,46.0
2004-04-09 23:00:00,23,2.3,8.4,157.0,95.0,12.0,67.9
2004-04-10 00:00:00,0,1.3,5.4,83.0,79.0,12.0,66.9
2004-04-10 01:00:00,1,1.7,6.9,118.0,78.0,11.5,70.1
2004-04-10 02:00:00,2,1.7,6.4,101.0,75.0,11.4,69.8
2004-04-10 03:00:00,3,1.0,3.6,50.66667,64.33333,11.1,69.3
2004-04-10 04:00:00,4,0.8,3.3,46.0,52.0,10.8,70.3
2004-04-10 05:00:00,5,1.0,4.0,81.0,55.0,10.2,73.4
2004-04-10 06:00:00,6,1.4,6.0,112.0,65.0,10.8,70.5
2004-04-10 07:00:00,7,1.7,8.2,150.0,72.0,11.0,71.0
2004-04-10 08:00:00,8,2.0,9.9,138.0,76.0,12.4,64.0
2004-04-10 09:00:00,9,2.0,8.8,124.0,84.0,15.0,53.1
2004-04-10 10:00:00,10,1.9,8.4,124.0,90.0,16.6,44.4
2004-04-10 11:00:00,11,2.1,7.5,115.0,89.0,18.0,38.4
2004-04-10 12:00:00,12,1.8,7.8,101.0,87.0,20.6,30.0
2004-04-10 13:00:00,13,1.5,6.4,90.0,88.0,19.9,26.7
2004-04-10 14:00:00,14,1.3,5.1,90.0,81.0,19.8,23.1
2004-04-10 15:00:00,15,1.4,6.9,89.0,89.0,21.4,22.7
2004-04-10 16:00:00,16,1.5,6.8,92.0,91.0,22.1,21.3
2004-04-10 17:00:00,17,1.7,7.4,103.0,104.0,21.1,24.5
2004-04-10 18:00:00,18,2.0,8.7,122.0,111.0,18.3,31.6
2004-04-10 19:00:00,19,2.5,11.2,159.0,129.0,16.1,35.0
2004-04-10 20:00:00,20,2.4,10.5,172.0,133.0,14.8,41.5
2004-04-10 21:00:00,21,2.0,8.2,125.0,115.0,13.2,50.3
2004-04-10 22:00:00,22,2.9,11.6,187.0,125.0,12.3,55.5
2004-04-10 23:00:00,23,2.5,9.7,174.0,117.0,11.8,56.6
2004-04-11 00:00:00,0,1.4,5.1,75.0,84.0,11.2,56.2
2004-04-11 01:00:00,1,1.2,4.0,48.0,63.0,11.0,56.6
2004-04-11 02:00:00,2,1.0,3.7,61.0,68.0,9.3,64.3
2004-04-11 03:00:00,3,1.0,4.0,59.0,65.33333,8.8,66.0
2004-04-11 04:00:00,4,0.7,3.0,38.0,52.0,7.8,70.4
2004-04-11 05:00:00,5,0.7,2.9,38.0,49.0,7.7,70.7
2004-04-11 06:00:00,6,0.8,2.9,41.0,49.0,7.4,71.0
2004-04-11 07:00:00,7,0.9,3.0,51.0,52.0,8.2,66.6
2004-04-11 08:00:00,8,1.1,3.7,61.0,58.0,8.7,64.3
2004-04-11 09:00:00,9,1.0,3.9,47.0,51.0,13.0,47.9
2004-04-11 10:00:00,10,1.6,6.2,87.0,77.0,17.4,35.4
2004-04-11 11:00:00,11,1.8,7.3,107.0,90.0,20.2,29.2
2004-04-11 12:00:00,12,2.6,9.2,161.0,118.0,22.7,22.9
2004-04-11 13:00:00,13,1.1,4.0,61.0,70.0,22.3,22.4
2004-04-11 14:00:00,14,0.6,2.3,26.0,35.0,22.2,18.9
2004-04-11 15:00:00,15,0.9,3.1,42.0,46.0,22.0,19.0
2004-04-11 16:00:00,16,1.0,3.2,55.0,58.0,21.0,23.6
2004-04-11 17:00:00,17,1.2,3.3,65.0,61.0,19.6,27.4
2004-04-11 18:00:00,18,1.4,4.0,75.0,80.0,17.9,30.8
2004-04-11 19:00:00,19,2.0,5.7,93.0,93.0,16.4,35.3
2004-04-11 20:00:00,20,1.1,3.4,63.0,78.0,15.6,37.5
2004-04-11 21:00:00,21,1.1,3.5,60.0,76.0,15.5,36.7
2004-04-11 22:00:00,22,1.1,2.9,63.0,74.0,14.5,39.0
2004-04-11 23:00:00,23,1.1,3.1,66.0,81.0,14.2,38.2
2004-04-12 00:00:00,0,0.7,1.6,41.0,58.0,13.7,38.3
2004-04-12 01:00:00,1,0.6,1.1,42.0,59.0,14.1,34.0
2004-04-12 02:00:00,2,0.7,2.0,36.0,54.0,14.6,34.0
2004-04-12 03:00:00,3,0.6,1.7,26.33333,42.0,14.4,32.8
2004-04-12 04:00:00,4,0.3,0.7,16.0,25.0,13.9,30.9
2004-04-12 05:00:00,5,0.3,0.5,16.0,26.0,13.5,37.9
2004-04-12 06:00:00,6,0.4,0.7,33.0,49.0,13.9,43.6
2004-04-12 07:00:00,7,0.5,0.9,39.0,53.0,13.5,50.1
2004-04-12 08:00:00,8,0.6,1.5,45.0,57.0,13.3,53.6
2004-04-12 09:00:00,9,0.8,2.2,63.0,73.0,13.4,56.0
2004-04-12 10:00:00,10,1.0,2.9,71.0,78.0,13.0,59.6
2004-04-12 11:00:00,11,1.3,3.9,104.0,93.0,12.7,62.7
2004-04-12 12:00:00,12,1.1,2.8,85.0,71.0,12.1,60.5
2004-04-12 13:00:00,13,0.6,1.4,53.0,56.0,11.2,64.4
2004-04-12 14:00:00,14,0.7,1.7,58.0,60.0,10.7,67.6
2004-04-12 15:00:00,15,1.2,3.6,89.0,77.0,11.4,61.2
2004-04-12 16:00:00,16,1.4,3.1,96.0,82.0,9.9,70.5
2004-04-12 17:00:00,17,1.2,3.5,88.0,77.0,10.3,65.2
2004-04-12 18:00:00,18,1.3,3.9,100.0,91.0,11.0,58.9
2004-04-12 19:00:00,19,1.8,5.2,127.0,93.0,10.6,59.5
2004-04-12 20:00:00,20,1.2,3.7,88.0,82.0,10.6,57.7
2004-04-12 21:00:00,21,0.8,2.7,66.0,74.0,10.6,56.1
2004-04-12 22:00:00,22,0.8,2.6,61.0,68.0,10.3,58.0
2004-04-12 23:00:00,23,0.8,2.4,54.0,65.0,10.4,58.4
2004-04-13 00:00:00,0,0.7,2.0,46.0,58.0,10.7,58.2
2004-04-13 01:00:00,1,0.5,1.3,25.0,36.0,10.5,59.9
2004-04-13 02:00:00,2,0.3,1.2,18.0,29.0,10.5,60.8
2004-04-13 03:00:00,3,0.4,1.3,26.0,38.66667,10.6,63.1
2004-04-13 04:00:00,4,0.3,0.9,21.0,28.0,11.1,60.1
2004-04-13 05:00:00,5,0.7,3.1,76.0,68.0,10.1,68.4
2004-04-13 06:00:00,6,1.6,6.9,149.0,99.0,10.0,68.7
2004-04-13 07:00:00,7,3.9,19.1,328.0,130.0,11.0,64.2
2004-04-13 08:00:00,8,4.5,22.1,282.0,128.0,12.0,58.1
2004-04-13 09:00:00,9,2.7,11.8,206.0,120.0,12.8,52.0
2004-04-13 10:00:00,10,1.6,7.3,133.0,93.0,12.6,50.8
2004-04-13 11:00:00,11,1.6,8.0,137.0,96.0,13.8,47.4
2004-04-13 12:00:00,12,1.6,7.2,116.0,84.0,15.1,42.7
2004-04-13 13:00:00,13,1.5,7.7,112.0,87.0,16.3,38.1
2004-04-13 14:00:00,14,1.8,9.7,128.0,87.0,16.6,36.7
2004-04-13 15:00:00,15,2.1,9.8,145.0,103.0,15.8,40.5
2004-04-13 16:00:00,16,1.7,7.7,110.0,88.0,16.3,41.8
2004-04-13 17:00:00,17,3.0,15.3,184.0,118.0,16.1,42.8
2004-04-13 18:00:00,18,4.6,21.5,243.0,134.0,15.3,46.8
